"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.233953934,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.286320707,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.449202726,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.596798481,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.015125459,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.464396615,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.033141931,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-8.06491015,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.651591635,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.83651427,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.068217154,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.575089593,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.353333182,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.533303757,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.997416739,,
"CHE","Switzerland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-11.349651854,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.548510851,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-5.649290829,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.654540679,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,3.135947006,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.058847311,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.446617576,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.825471216,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-9.127275094,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,21.366792115,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.484910706,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-7.564871266,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-3.906211142,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.440539451,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.949254075,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,8.536097145,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.799404515,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-8.542704985,,
"TUR","Turkey","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,8.759591195,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.490921571,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.567494034,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-0.128104822,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.406042137,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.093740801,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-0.322931568,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.029521796,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-23.692404039,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,17.865963657,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.55925734,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.701569536,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.149698861,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.341562666,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.941019818,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.047287015,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.859225335,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-26.173974924,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-13.065736989,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC_PNT","Percentage points","0","Units",,,0.3,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC_PNT","Percentage points","0","Units",,,0.4,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC_PNT","Percentage points","0","Units",,,-0.1,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC_PNT","Percentage points","0","Units",,,0.3,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC_PNT","Percentage points","0","Units",,,0.1,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC_PNT","Percentage points","0","Units",,,-0.2,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-1.9,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC_PNT","Percentage points","0","Units",,,-15,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC_PNT","Percentage points","0","Units",,,10.8,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.658097031,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.388215957,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.458599311,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.913645476,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.670343511,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.393478887,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.761917888,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-9.590768878,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,8.900545941,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,3.002500133,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,2.353118196,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.305451771,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.439739565,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.452202807,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.457573944,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.192871801,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-10.236514986,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-2.897991775,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC_PNT","Percentage points","0","Units",,,0.4,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC_PNT","Percentage points","0","Units",,,0.3,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC_PNT","Percentage points","0","Units",,,0.3,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC_PNT","Percentage points","0","Units",,,0.6,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC_PNT","Percentage points","0","Units",,,0.5,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC_PNT","Percentage points","0","Units",,,0.3,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-1.2,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC_PNT","Percentage points","0","Units",,,-6,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC_PNT","Percentage points","0","Units",,,6.3,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.258753746,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.769303801,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.003722133,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.371132591,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.806311343,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-5.786125043,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.458100333,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-19.903395836,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,18.295059972,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,3.443977596,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,3.327398041,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.880686477,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.422828051,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.98220462,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-3.717181892,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.330781186,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-22.059534884,,
"CHL","Chile","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-8.537750541,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.788672678,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.50494598,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.321254206,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.159185133,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.618604044,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.534599631,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.187643233,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-9.232636488,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,5.29276048,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,4.186625206,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,5.631751232,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.799381096,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.625919636,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.656199073,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.127421354,,
"EST","Estonia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-8.355190761,,
"ISR","Israel","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.713520597,,
"ISR","Israel","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.510506578,,
"ISR","Israel","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.296855593,,
"ISR","Israel","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-0.048228602,,
"ISR","Israel","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.797172219,,
"ISR","Israel","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.189874115,,
"ISR","Israel","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.576312037,,
"ISR","Israel","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-13.39362356,,
"ISR","Israel","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,9.166188194,,
