,country,date_start,domestic_policy,pol_ongoing,pol_duration,30d_av_death_per_100kpop,voluntary_comply,national_pol,Closure_and_Regulation_of_Schools,External_Border_Restrictions,Health_Resources,Hygiene,Internal_Border_Restrictions,Restriction_and_Regulation_of_Businesses,Restriction_and_Regulation_of_Government_Services,Restrictions_of_Mass_Gatherings,Social_Distancing,health_testing_n_monitoring,new_taskforce_n_declare_emergency,public_awareness_anti_disinfo,quarantine_lockdown_curfew,target_residents,target_travelers
2367,Germany,2020-07-20,1,0,164,0.005306691106712963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2368,Germany,2020-07-20,1,0,76,0.005306691106712963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2369,Germany,2020-07-20,1,1,133,0.005306691106712963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2370,Germany,2020-07-21,1,0,71,0.005507742335687747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2371,Germany,2020-07-22,1,1,131,0.005427297722774621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2372,Germany,2020-07-24,0,1,129,0.0050253158714411135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2373,Germany,2020-07-24,0,1,129,0.0050253158714411135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2374,Germany,2020-07-24,0,1,129,0.0050253158714411135,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2375,Germany,2020-07-24,0,1,129,0.0050253158714411135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2376,Germany,2020-07-25,0,1,128,0.0049850332616765206,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2377,Germany,2020-07-25,0,1,128,0.0049850332616765206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2378,Germany,2020-07-27,0,1,126,0.005226246493799837,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2379,Germany,2020-07-29,1,1,124,0.006231382032057696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2380,Germany,2020-07-29,1,0,63,0.006231382032057696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2381,Germany,2020-07-29,1,0,63,0.006231382032057696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2382,Germany,2020-07-29,1,0,63,0.006231382032057696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2383,Germany,2020-07-29,1,0,124,0.006231382032057696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2384,Germany,2020-07-29,0,0,0,0.006231382032057696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2385,Germany,2020-07-29,0,0,63,0.006231382032057696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2386,Germany,2020-07-29,0,0,0,0.006231382032057696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2387,Germany,2020-07-31,1,1,122,0.006794132502601394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2388,Germany,2020-07-31,0,1,122,0.006794132502601394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2389,Germany,2020-07-31,0,1,122,0.006794132502601394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2390,Germany,2020-07-31,0,1,122,0.006794132502601394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2391,Germany,2020-07-31,0,0,8,0.006794132502601394,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2392,Germany,2020-07-31,0,1,122,0.006794132502601394,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2393,Germany,2020-07-31,0,1,122,0.006794132502601394,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2394,Germany,2020-08-01,0,1,121,0.0069951837315761775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2395,Germany,2020-08-01,0,1,121,0.0069951837315761775,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2396,Germany,2020-08-03,0,1,119,0.007357003579761152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2397,Germany,2020-08-03,0,1,119,0.007357003579761152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2398,Germany,2020-08-03,0,1,119,0.007357003579761152,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2399,Germany,2020-08-03,0,1,119,0.007357003579761152,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2400,Germany,2020-08-05,0,1,117,0.008120805279279634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2401,Germany,2020-08-06,1,1,116,0.007879592047156318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2402,Germany,2020-08-06,0,1,116,0.007879592047156318,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2403,Germany,2020-08-08,0,1,114,0.008281694505105887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2404,Germany,2020-08-08,0,1,114,0.008281694505105887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2405,Germany,2020-08-08,0,1,114,0.008281694505105887,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2406,Germany,2020-08-08,0,1,114,0.008281694505105887,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2407,Germany,2020-08-08,0,1,114,0.008281694505105887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2408,Germany,2020-08-08,0,1,114,0.008281694505105887,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2409,Germany,2020-08-08,0,1,114,0.008281694505105887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2410,Germany,2020-08-10,0,0,55,0.009487760665722468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2411,Germany,2020-08-10,1,1,112,0.009487760665722468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2412,Germany,2020-08-13,0,0,0,0.010332006978154078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2413,Germany,2020-08-13,0,1,109,0.010332006978154078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2414,Germany,2020-08-14,0,1,108,0.011055646674524027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2415,Germany,2020-08-14,0,1,108,0.011055646674524027,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2416,Germany,2020-08-17,1,0,0,0.01318628315386928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2417,Germany,2020-08-17,0,1,105,0.01318628315386928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2418,Germany,2020-08-17,0,0,44,0.01318628315386928,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2419,Germany,2020-08-17,0,1,105,0.01318628315386928,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2420,Germany,2020-08-18,0,1,104,0.014472793927398989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2421,Germany,2020-08-20,1,1,102,0.01608084193934908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2422,Germany,2020-08-24,0,0,41,0.01977948503411195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2423,Germany,2020-08-24,0,0,25,0.01977948503411195,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2424,Germany,2020-08-27,1,1,95,0.022312223971406774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2425,Germany,2020-08-27,1,1,95,0.022312223971406774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2426,Germany,2020-08-28,0,0,7,0.024081161209183116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,Germany,2020-08-28,1,0,7,0.024081161209183116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2428,Germany,2020-08-30,0,0,62,0.02540783398586136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2429,Germany,2020-08-30,1,0,31,0.02540783398586136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2430,Germany,2020-08-30,1,0,31,0.02540783398586136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2431,Germany,2020-08-31,0,0,-1,0.026412848917503153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2432,Germany,2020-09-01,1,1,90,0.030151654015414562,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2433,Germany,2020-09-02,1,0,32,0.033046212800894356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2434,Germany,2020-09-02,1,0,32,0.033046212800894356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2435,Germany,2020-09-03,0,0,17,0.03602121619928728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2436,Germany,2020-09-03,1,0,17,0.03602121619928728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2437,Germany,2020-09-07,0,0,54,0.04759945134120648,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,Germany,2020-09-08,1,0,10,0.05608207646867108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2439,Germany,2020-09-09,1,1,82,0.06207224526860547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2440,Germany,2020-09-14,0,1,77,0.08663571233541914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2441,Germany,2020-09-22,1,1,69,0.14263746479779316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2442,Germany,2020-09-23,1,0,68,0.15196433623768937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2443,Germany,2020-09-23,1,0,68,0.15196433623768937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2444,Germany,2020-09-23,0,0,0,0.15196433623768937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2445,Germany,2020-09-23,1,0,68,0.15196433623768937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2446,Germany,2020-09-23,0,0,68,0.15196433623768937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2447,Germany,2020-10-08,1,0,8,0.266494187949081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2448,Germany,2020-10-10,0,0,51,0.27407853500011836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2449,Germany,2020-10-12,1,0,5,0.2917583794552129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2450,Germany,2020-10-14,1,0,18,0.2962701523554635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2451,Germany,2020-10-15,0,1,46,0.298342656445867,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2452,Germany,2020-10-16,1,1,45,0.30004248609264006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2453,Germany,2020-10-17,0,1,44,0.30435429322346036,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2454,Germany,2020-10-17,1,1,44,0.30435429322346036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2455,Germany,2020-10-17,1,1,44,0.30435429322346036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2456,Germany,2020-10-17,1,0,15,0.30435429322346036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2457,Germany,2020-10-17,1,0,15,0.30435429322346036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2458,Germany,2020-10-17,1,0,15,0.30435429322346036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2459,Germany,2020-10-17,1,0,15,0.30435429322346036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2460,Germany,2020-10-17,1,1,44,0.30435429322346036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2461,Germany,2020-10-19,0,0,73,0.3313465363245237,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2462,Germany,2020-10-19,1,0,104,0.3313465363245237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2463,Germany,2020-10-19,1,0,42,0.3313465363245237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2464,Germany,2020-10-26,1,0,57,0.38217221464537954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2465,Germany,2020-10-26,0,0,57,0.38217221464537954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2466,Germany,2020-10-30,1,0,1,0.3177984333224695,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2467,Germany,2020-11-02,1,0,28,0.46795367031923396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2468,Germany,2020-11-02,1,0,28,0.46795367031923396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2469,Germany,2020-11-02,1,0,28,0.46795367031923396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2470,Germany,2020-11-02,0,0,0,0.46795367031923396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2471,Germany,2020-11-02,1,0,28,0.46795367031923396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2472,Germany,2020-11-02,1,0,28,0.46795367031923396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2473,Germany,2020-11-02,1,0,28,0.46795367031923396,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2474,Germany,2020-11-02,1,0,28,0.46795367031923396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2475,Germany,2020-11-02,1,0,28,0.46795367031923396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2476,Greece,2020-02-04,0,1,300,0.015539042648784444,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2477,Greece,2020-02-13,0,1,291,0.028280181236309987,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2478,Greece,2020-02-20,0,1,284,0.032009476886105254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2479,Greece,2020-02-26,0,1,278,0.03263133693570862,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2480,Greece,2020-02-28,0,1,276,0.03232087307286316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2481,Greece,2020-03-03,0,0,75,0.029834365198362165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2482,Greece,2020-03-09,0,0,69,0.02268623776161708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2483,Greece,2020-03-09,1,0,28,0.02268623776161708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2484,Greece,2020-03-11,0,1,264,0.020821589936719443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2485,Greece,2020-03-13,0,1,262,0.01988926602427063,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2486,Greece,2020-03-15,0,1,260,0.018024618199372993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2487,Greece,2020-03-16,0,1,259,0.016781830424078718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2488,Greece,2020-03-16,1,1,259,0.016781830424078718,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2489,Greece,2020-03-18,1,1,257,0.017092294286924173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2490,Greece,2020-03-18,0,1,257,0.017092294286924173,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2491,Greece,2020-03-18,0,1,257,0.017092294286924173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2492,Greece,2020-03-18,1,0,9,0.017092294286924173,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2493,Greece,2020-03-21,0,1,254,0.017092294286924173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2494,Greece,2020-03-22,1,0,36,0.017092294286924173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2495,Greece,2020-03-23,1,0,84,0.016159970374475356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2496,Greece,2020-03-23,0,1,252,0.016159970374475356,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2497,Greece,2020-03-23,1,1,252,0.016159970374475356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2498,Greece,2020-03-25,1,0,33,0.014606718736335626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2499,Greece,2020-03-25,1,0,33,0.014606718736335626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2500,Greece,2020-03-31,1,1,244,0.01149835081223127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2501,Greece,2020-04-01,0,1,243,0.01149835081223127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2502,Greece,2020-04-01,0,1,243,0.01149835081223127,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2503,Greece,2020-04-01,0,1,243,0.01149835081223127,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2504,Greece,2020-04-10,0,0,30,0.009945099174091537,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2505,Greece,2020-04-21,0,0,54,0.006836731249987179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2506,Greece,2020-05-01,1,1,213,0.004972083425089545,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2507,Greece,2020-05-05,1,1,209,0.004039759512640727,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2508,Greece,2020-05-27,1,1,187,0.0034188317869498146,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2509,Hungary,2020-02-03,0,1,301,0.005459887792292887,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2510,Hungary,2020-02-03,0,1,301,0.005459887792292887,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2511,Hungary,2020-02-03,1,1,301,0.005459887792292887,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2512,Hungary,2020-02-26,0,1,278,0.07849113395306932,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2513,Hungary,2020-02-28,0,1,276,0.08599860764159056,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2514,Hungary,2020-03-02,0,1,273,0.0948718211228961,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2515,Hungary,2020-03-02,0,1,273,0.0948718211228961,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2516,Hungary,2020-03-07,0,1,268,0.10715733650026618,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2517,Hungary,2020-03-08,1,0,96,0.10886297555182439,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2518,Hungary,2020-03-09,0,1,266,0.11227630124083704,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2519,Hungary,2020-03-10,1,1,265,0.1143238871370654,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2520,Hungary,2020-03-11,1,1,264,0.11466481018878741,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2521,Hungary,2020-03-11,1,0,99,0.11466481018878741,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2522,Hungary,2020-03-12,1,1,263,0.11398194029239526,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2523,Hungary,2020-03-12,0,1,263,0.11398194029239526,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,Hungary,2020-03-12,0,1,263,0.11398194029239526,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2525,Hungary,2020-03-12,0,1,263,0.11398194029239526,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2526,Hungary,2020-03-12,1,1,263,0.11398194029239526,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2527,Hungary,2020-03-12,0,1,263,0.11398194029239526,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,Hungary,2020-03-12,0,1,263,0.11398194029239526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2529,Hungary,2020-03-12,1,1,263,0.11398194029239526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2530,Hungary,2020-03-12,1,1,263,0.11398194029239526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2531,Hungary,2020-03-12,1,0,156,0.11398194029239526,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2532,Hungary,2020-03-13,0,1,262,0.1156886031369016,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2533,Hungary,2020-03-13,1,1,262,0.1156886031369016,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2534,Hungary,2020-03-13,1,1,262,0.1156886031369016,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2535,Hungary,2020-03-15,1,0,0,0.11466481018878741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2536,Hungary,2020-03-16,0,1,259,0.11125250829272287,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2537,Hungary,2020-03-16,1,1,259,0.11125250829272287,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2538,Hungary,2020-03-16,1,1,259,0.11125250829272287,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2539,Hungary,2020-03-16,1,1,259,0.11125250829272287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2540,Hungary,2020-03-17,1,1,258,0.10954584544821655,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2541,Hungary,2020-03-17,0,1,258,0.10954584544821655,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2542,Hungary,2020-03-17,1,1,258,0.10954584544821655,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2543,Hungary,2020-03-17,1,1,258,0.10954584544821655,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2544,Hungary,2020-03-17,1,1,258,0.10954584544821655,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2545,Hungary,2020-03-18,0,1,257,0.10715733650026618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2546,Hungary,2020-03-19,0,1,256,0.10510975060403784,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2547,Hungary,2020-03-19,0,1,256,0.10510975060403784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,Hungary,2020-03-25,0,1,250,0.08872906343421107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2549,Hungary,2020-03-25,1,1,250,0.08872906343421107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2550,Hungary,2020-03-28,0,0,28,0.07644354805684099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2551,Hungary,2020-03-29,0,1,246,0.0781491871083992,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2552,Hungary,2020-03-30,0,1,245,0.07746734100495516,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2553,Hungary,2020-03-30,1,1,245,0.07746734100495516,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2554,Hungary,2020-04-01,0,1,243,0.07439596216061264,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2555,Hungary,2020-04-04,0,1,240,0.06927699742004177,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2556,Hungary,2020-04-06,0,0,86,0.0655227486793071,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2557,Hungary,2020-04-06,0,1,238,0.0655227486793071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,Hungary,2020-04-09,0,0,2,0.057673328146115733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2559,Hungary,2020-04-15,0,1,229,0.04368217371718744,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2560,Hungary,2020-04-15,0,1,229,0.04368217371718744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,Hungary,2020-04-19,0,1,225,0.039245055080060605,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2562,Hungary,2020-04-27,0,1,217,0.029689995495311025,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2563,Hungary,2020-04-28,1,1,216,0.029007125598918874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2564,Hungary,2020-05-04,1,1,210,0.020134935910561445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2565,Hungary,2020-06-12,1,1,171,0.003754248740734674,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2566,Hungary,2020-07-14,0,0,0,0.007849420533191367,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2567,Hungary,2020-08-20,1,0,0,0.14708526147671894,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2568,Iceland,2020-03-01,0,0,78,0.07561195502406995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2569,Iceland,2020-03-06,1,0,80,0.056701878533235814,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2570,Iceland,2020-03-13,0,1,262,0.037791802042401665,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2571,Iceland,2020-03-13,1,1,262,0.037791802042401665,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2572,Iceland,2020-03-13,0,1,262,0.037791802042401665,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2573,Iceland,2020-03-14,1,1,261,0.028350939266617907,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2574,Iceland,2020-03-16,1,0,28,0.018910076490834142,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2575,Iceland,2020-03-16,1,0,150,0.018910076490834142,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2576,Iceland,2020-03-19,0,0,56,0.018910076490834142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2577,Iceland,2020-03-19,0,1,256,0.018910076490834142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2578,Iceland,2020-03-20,0,0,28,0.018910076490834142,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2579,Iceland,2020-03-20,1,0,31,0.018910076490834142,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2580,Iceland,2020-03-24,1,0,142,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2581,Iceland,2020-03-24,1,1,251,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2582,Iceland,2020-03-24,1,0,197,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2583,Iceland,2020-03-29,0,1,246,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
