"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","0","Units","2015","2015",51145.8,,
"AUT","Austria","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","0","Units","2015","2015",44928.4,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","0","Units",,,51188.9,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","0","Units",,,51476.4,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","0","Units",,,52067.9,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","0","Units",,,52494.6,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","0","Units",,,53363.6,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","0","Units",,,53908.9,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","0","Units",,,54638.8,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","0","Units",,,55243.8,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","0","Units",,,55804.4,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","0","Units",,,54057.4,"P","Provisional value"
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","0","Units",,,47419.2,"P","Provisional value"
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","0","Units","2015","2015",36971.1,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","0","Units","2015","2015",37196.9,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","0","Units","2015","2015",37398.4,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","0","Units","2015","2015",37555.4,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","0","Units","2015","2015",37787.9,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","0","Units","2015","2015",37961.3,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","0","Units","2015","2015",38131.8,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","0","Units","2015","2015",38258,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","0","Units","2015","2015",38376.6,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","0","Units","2015","2015",37092.8,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","0","Units","2015","2015",33848.4,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","0","Units",,,55704.1,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","0","Units",,,56415.7,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","0","Units",,,56971,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","0","Units",,,57357.6,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","0","Units",,,58109.9,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","0","Units",,,58459.7,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","0","Units",,,59642.4,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","0","Units",,,59944,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","0","Units",,,60546.6,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","0","Units",,,59763.9,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","0","Units",,,55320.7,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","0","Units",,,54215.2,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","0","Units",,,54158,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","0","Units",,,54751,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","0","Units",,,54741,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","0","Units",,,55244.9,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","0","Units",,,55941.9,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","0","Units",,,56177.1,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","0","Units",,,56631.1,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","0","Units",,,56841,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","0","Units",,,55954.2,"P","Provisional value"
